to,value,hash
0xd69e94e0ae6cc45a8c7b31ea026f2d4abd318b68,10094,0x88955d3bd6821d408f70509e8ed2fdd4574c589879cd7bd1c5be2e7c6107a0c8
0xcb1ec568f627e4766463fc3b751e8fd400afc6ca,8168,0x13bec5e5a5f707db2588a13132dc37e5ffe35d87df2ce26efea59ef9d89b43f3
0xc74e641512de1cd29e05d1e041b039d54599363b,10094,0x14028a82d148f977000136553c1ac1482790d7c6f81edc42e76bb8208ff3c7c3
0x31fc76a1736c92e590fc3b3e0c0d7118f1131d37,2042,0x13e92d5a9ef1f82f302610e1aaa9b4e7c581b57172ddfc9bfae72979610b4baa
0x99fa5ce33ba89aab922cdaa473df06b7f330802a,10094,0xfa367aa7c31125f552de5636ac9d18b48c60429429a98417022e3575025d969c
0x96865b81b944c7af13a4d8f6c22772e65e5efef9,2898,0x7610888b52dcd9c88e616d5830fa5ddd741aff5831b0c07e39a94791f7b5fa03
0x455a631a72e80af0abd6729140b890a29ac002ec,2042,0x6795b64f3e3c5cc7a14523228d7a5a6c0092a5a9975c5fe6b35fb04daf3a4b5a
0x822a16309a9ee40f15e196898f11a010ecb1c963,12992,0xdce3286b925e3ccc064f73a7ca00d069880ee793e30a30b868798fd7d0b316e7
0x930402fd244e7323f60edc41de5c44356383aa02,2042,0xbbdb97ac0e0ad83e099a4b7b43c47ae7073b6661e8bed46fe7c4f90fe44cf06c
0x8447e981341dd44f7a6caf26e6452d3fb12d8592,12992,0x25613fc801ea2a5d34f074ded7ae803daef879e68d733c9c8efc5539c2aa337e
0x9649e370ee6facc62e1849eab6f4be7a2b5f4a13,10094,0x63ad16f537e7b8f32363465302921ead455dad8a9cc37a6d5e397ea09f6061b3
0xdfa9b2bf1a9db2f831fda578af51566d93a7c442,10950,0x5e45829f7b5238760d64ee60151156148b648539c849508d5cb35edb3c9f13ad
0x3e64014d2d3f0c3a3b0404110cea9060b4565e61,2898,0x86a186af9fbd40bb76bb796d2c10914d39bcabe36f5e0d0b8d83014066abf505
0xdff7bcff342a0ca36cce7894b53f6d3da650ec73,10094,0x98446fe45bd20001b7900434c115497857e0e7b391503fa6cbd91651f4f597b6
0x0d78f3fc2b19aeda12d21713bba7e8b3f8a53ff5,2042,0x0c38305a37b82c413b172b0c1554d75a3106adc22adb58f15a4e8d44e62cd066
0x6da7a772fa68a735e58763dff22fb560ecd94ce1,28882,0xf606eacf0cc0b3e09272e6f80c9a5d2b993c2fc67faff200528c427d5220d597
0x427d369a5b529fe7a125062dd574c4a3043bbedd,10094,0x19e9c004e898096cc50a7c44b4323436960d1b992c7cec6c6970f7dc889eb5e5
0xe087506511ba6a29612a1b869f5c1caf0d5e8819,12992,0x47fec7ae00aee7646c86f9abcf943282121f1ef7200a2c2d887c6a50a94bbbfc
0xfdb4225f8658bc047ca47d6de8d55ddd4cf6a373,2042,0x5fcc46d6077fd48625ef46d193782b126af6224ff2f541ee5361a5430bb95bc3
0x9cfb3e1c528253dcb1754a266f9f95540b41e446,21044,0xe9f223830b004a3452c9945caf01972edc775c899b37c08aee8cfee2dd67fc82
0xf56cf082ce102b5e694053ce7274ff18520046ce,2042,0xc3445746da752e41440b890487e9727d2e3ef1fa2e7aa61d42b824d996d3d92c
0x5f5bd47321f3a2a9e5512547c1b217d596d17824,2042,0xafc97aee9ca02303445833371a4f7d8f3fec624ce9d1b4bdcda63094c90ed79f
0x9c45df9651b20437fc081872b9f95f9c7310f4f0,10950,0x424c6d1c7169dfa4715addc3c7a784e20642376610908cbb9dd9858e2d793cfd
0xff53b23729401a257da6b64f4e769a73759be6ca,2898,0x738a2e526346247e2a6eddcc4ce111ad6434648289fdb2e3ae8a029ce574e672
0xd9502fb95c72b118a4ec6d060297cb3aeb7c50ba,2042,0x0a8bf6ce50794b08d38e6d514129bcd1c7661d4f9e5930f569d258f27e0a6edf
0x15ead2b10e2776e051de71072023ff85918a30b5,2042,0xe8a3adf32a07443bdabf5f5db79ac1bc8f0a071adf818527a6dda963e46b038a
0x14ba3316bdf0471879e91c6d5fd5aca9d36613ec,8168,0xf0860baa43574433b96f6a7c90606248a554fc17aa5b0c746944d7c1038d1d80
0x64905298c0e49751231fb9576903936744061e9c,12992,0x25839c972c6f6b800b74f755ce2d0e34ff84086e0c5a526426019be4b8e4badc
0x001588cab7a0b727c388174b1ef20b2e3d20d39b,2042,0xdf4e33739fac70095e171b24c038a7d167f2c23c015f4d48346cc45e27774804
0xc915d5d72bf08d71ad9249cedb4acf29db022232,2042,0x874729c761dd7b2d4673a2235212f2523231fa53694f066158eef7003a7ced51
0x5247f0eb5cc2396d60fab7b849e5bf84468dd298,10094,0x032d266f14df05f4f284b9c3b56d21e89c7382cb3787c467e272b2aa41a6253f
0x46b39ab3eea3812a691caf3e485cfd3b97e71f36,2042,0x73ee259af9715fea2c80907cbf2ad7f54b80b8d56afbde517b7e96612b9fc85b
0xb7cff345692d90e8a4e4b7420e33b7f23f0d75c5,2042,0xff6f04b8a1e8103ee26ae6c1673f3f48d801015ed4c28ca5871f7cfc0e6d15ec
0x1298fdac8d91402a69f111ef34d953057d97b537,2898,0x1d0defc9f355a856b22dc24df7f30b08c0c0dda15163301af2c5331122d86a2a
0x35c1bbf43375f3cbf7a665e2d602b1d79de3e239,2898,0x5da8e34240e1f9d6877a058b7225165074e5252ddf4aac058eb1fdee2ed91c34
0xebfb3b263f11bb1a9d6b14cade9a5e6c8ea4e07c,16746,0x9a4b0e1661465346f38a85f9d05e67e70633fada6e8eb85183e87460018d5225
0xc714f054179c6ee50373a3dd6e98159cc3f5175c,2042,0x2dc91b4b198a7b52fb1133e0e4e4737016c38d9ef541b98ef726fbc5d0a58d1d
0xd46a0f95746ff499eea643189e6ff7cbed8014af,10950,0xc5ef0a3adfa2ed0decbfcf06e885d85bc71135997736818b6aef68e13d37c7e9
0x1d227aa3216f1854dc5e61877ecb353eb3993097,4084,0xee8eb9d98a5ab958e0765f427238df368f385c8fd621fd6cec59f719c6805145
0x7b40c9250d2697ec25936d4c901df046d59623d2,10094,0xebc509f2c5f6a73b5339e9014b5844af4ea3c7f1bd3c4103bf3465186b81d365
0x4e6c5a05490ca195e0826e53dbf843fa37242cd3,21044,0xc76054703547eb3087a1b792d1cf7e0061faed0d37b78bc4774aba644ccff3c2
0xfc3b39bb00cf842067a6ad6dd661df70db4c012e,10094,0xc505e1b9b777fbf6a30d6fc8f4e23b5ec62ec768be4e0f884bbeb9c2865601a1
0xce4c4b6474c26c60e7c84c77887820ab9eabb205,2042,0xcd81d378fbe534ba56d7bce398123bf54c6862317c64524196a1ffb0fc1b87be
0x4f558d6ec2b11191e20f35661d0283ca8f5ff953,2042,0xdd64fe4bc1210e8e6ee7744dd5e0bfc3d458fa7ac29bb89e6924bb20f003a0bb
0x865916a2ab1e7ef5087563f6dd3dd5cdd5c0d5c1,12992,0x131cbd4468d6772b98421126aabf7f3b40b5c276baf7cc183d633800a5cdd3f1
0xba3df058e02bd84dddd7d854ba9f622ea8543285,17932,0x2376af3fa75c4e2d86746fb10b0a6b07ab755b04c0d312e09f1fb3f98d473889
0xacd2a5145014bc96a0bad0dc0a087873dbea7969,10950,0xdc39f61ca29aa94352e842dd384f9108d464d3a5528dd872b01f9c316d583a3b
0xc4125bd0e64b4f08f9a3ae0806f2e749b1ca2a44,2042,0xe05fe6694a39c51811f9125bedc06c1bc510c1a9a7f73307aa3ee5c4ff07ff61
0xc41fa9356e0b1419b11d07d8e5c09084ba374b13,2042,0x00beb20ce14adfc5edf179898d03bc16f7494ba0dbd5fac4f9ea67bde8416692
0xe36067a4c51ff6cb7fb6f97d1931bb27a468960b,2042,0x703b9cd0cadfe2dadccce9bc4a2b382332d97ca82f240f6d1da400914e0c358f
0x4d558484656dedf699ac3ead04d08397aa575c4f,2042,0x4b79dd5ce1bcac32f8cd355248f50b7e47a2714b7113307277985771d938d4ee
0x70cb973d9d6e9ead738bee6f181ad4796df1d58a,2042,0x7110a5194c7d3ad6534e30dc61a2b27a9df5d6e3869a3f87cac5b5f6bff945ed
0x542ac9bb878df69b3ed5f10a857a46c71ede8ab4,2898,0x5b722cee31ffbbe9b2864d1ee2146b814265d345f1f5fe8aa3d0291277cc2d67
0x4b75b25402eeb4e0c4c87581f9f8201339a951e5,12992,0x6635c0edfed231393a007694f12ddc53dd7492c37fae47e5cc005daefa8bea86
0xb6bbc4c740dc49a80db4d00e7fb7e15819f578af,10094,0xcb34b496f41a1c6e808dd8a8d546e732c7e0afb7ae62b4b5468d3a4bae5c1a80
0x7c1cd168aa1d91c0f19bb7c33c1020478fc11cc5,2042,0x0b3a3820c5f637deee920696d0d2e53dc54bbf2ad29dabe270480cbb1f57c39e
0xd233563d7443e4cbc1a09fb04b6c8cd440310017,2042,0x4a3c4c29f937bdbca297c75b6a7a88e6c56e823fdb5d835bd6b31b51389b5653
0xfc78391251874819bbe4530134c438c10288ca73,2042,0xbf25b50e230e47861d48a86cbe882a230c89fc351af3f9f79eebb7f744b3e4ad
0x4b7cb5b29be1fcdd2a16058ea5d2a7b1ea727c35,10094,0x49bcef3d4eb715c2970d21eb9f04e2dcc77d8bbec9de22c2e35ece8ced4d0eae
0x247a281eb841c744ea3b90bcc1aa1abd94a583a1,2042,0xe492e3ad68c18c82c54fad79f55662d1b2257dc054eba154d014d67287a7e4d3
0x719cb3dc5d9b9d27405e7511b04c96ba78eb5d32,2042,0xa4f67329ad9963a5f81f8ca748399b5449e6d40b46d6b4c8aa8f4797dd33a55f
0x54b00b6fed7f7e786ff7389411eabd1dd07281aa,2042,0xa1e6f4297dacb0518c45080c67fd55c2aa067fef43c302340dd9564236f24b99
0x15f9b545b5e743798fa8f7c7a8e66a092b97d1ee,2042,0xbaacf703b20aa2441de3b43164f027b5ddb3a605697ad777905b9825cfcf204c
0x0883854530d2367a3b870cb6123bc8c4d5ec5151,2042,0x9da63c50dce4f0a2e061728cd05abaea792b813ce8587c1e2c8bd7f37ab7b8cc
0x79acb845fcc22f53dd54065f54954196b08e0911,10950,0x6725b23c2424faaaa79af4edbe00c5754ad7e4e01eefae9ba68f5521b81cbf3a
0xf239447dafa45d4ff2136f3006d445908f43e9c3,12992,0x4f38d3ab36ecc9ebfef447b45609d3f061906522bb545ca4b44e76550a670538
0xd8acf684ae5321275c6dc5b5661ca67e1949bf22,12992,0xd744ce84ec62f6c178e53fbb172ff3840405c12e05ba81bdd53b166c4c3f4101
0x92ac0ff0eb1ddbd581446fbd507b1bf56775658e,2042,0x729941310385881a0cb74fdbb3ab60a336bdc4924b88d6fc7a0449f95e270367
0xd2498b4dc8402789736f7c94caf969ea65badfa2,15034,0xa77ad8a54f662f8fdd2cd782d41a7070609a27f32c8a2f4066cdd58abd0e03de
0x245e4cc32a57e3b9bd7c50eae8fc90fddd6c127b,10950,0x66fc226d8755e71f3bf6b14f2652a418f0fd684cbe1db8692f0b19e168ccb584
0x805c36f06e1f1233aa9617932431c425d5385abc,2042,0x526718d2b634ecfd69c3ef399a3bd8f84cf1453a578088532bbe18cb8652e578
0x42f84b1f43e4213e337768e376da87ff99a5b58b,8168,0x3979e19476a9867950423af131b034c50318c203f44a124971f7951cccbfdd26
0x9c28cd26319e31e3ff49340675d5081bfd483e17,13848,0x7d16016336a4bfaa188f9f8daa3739a96888f672ccf5f59ed8a57a65dddc579d
0x856d3c4eccbc9b16b65b5e0898b46e815528e2ca,10950,0xf91c8ef614ea37dd99aa609df91ea0c47d65dce3b82e6b3ec02bfd73d49ff482
0xc4ed3bcfe6aaa475bf997f4c5da39ea10e8a95ec,2042,0xef0aed96957a5f6e22c29b3a2f2c5e82d2a649e34fd576cefede4765e7aaa3f4
0xa45bbc4505b297595c3576538c1e30219e096c89,2042,0xc6e9f8af3c10f0b4faad239ca2f71b79274ad6ec4e00b97a542d3fd1d949ffc1
0x6aa5e8e1aba71d50d7c3893bff89a1efd33d7b90,4084,0xb63a683bcd69495777385a86b53cb185678d530327968546de211e180096557d
0x262ea67817d87f960a8af3b9ffb3472284b6a245,26840,0xee0493adfa346f6921d30d6d506ba64da0a2e3ece3e6d03a8752c8c2d5031036
0x1254958bd5073c6b238e516298f0c48f6f60a78e,22346,0x426a58ed1cc55ed9bc381f5be0a42a746e08abcb5bfc0b2919bec9d0bca98a42
0xada1cd19824c9377826a8691e35fa8d9fa44cfcb,12992,0x9930a42e8eb2e81b1419f91991320d400dd8c09e0da9bc40a3bd01216a17c2cc
0xd4db31e9ee1d853bd3e2da4114df9afad3c78448,2042,0x93b91bcc7ccf2a78011222376feffb6e43e3bbd0cf53ddb0ab360f9a4fe3c34c
0x8d9f72ed91043eb9f5e9cf54ae11aade4cb8d788,2042,0x41e9c4d93ef80178f73d4aa50aacbbeac80cf6904fe6b472e15bd335590b88c6
0xe58714b100d082d2eeddbf3dfccf6c3aaa7f5ac6,12992,0x1e5ff1f56f612ccd90f3715784639cdb5602716766ded4a352fadeb756becb37
0x279f2c5976197f5a63915f40e38169153e3f81c1,2042,0x0b37cf4909a43b4fb3a2b66b00c59b60d0cc53078c3dab7bece20831e5021453
0xde654740ec9d0ad6d9fc85ebf813a77a7a7719b5,2898,0x1278cac10f10f198f5241de0d9a7833979dc5d23a3597464b58a4b18b0bf093e
0x5a1db96fd16e559b6c7d7b7cba754d656c7ce5b3,10094,0xdcc987e2a3f83e5ae67284fdb9abbd8a33c0cb72ee32e18cff2f9b14095ca254
0x9d8b59de3e39f9c45ec05854f2fc8225932fbc03,10094,0x6aeff23f162ae2164b7ce1749713ecfad4af2ac219b690e68a77e7652c40c5a9
0x6f583c478e61f08fde0097bdcb8ae7a88a28255b,10950,0xbc31467c5a0c532f4258ba666bb6b0e1b3e1d0a2d2dd17eb6892bcbb2f972896
0x429bdb394e3b331a6a6450140a85038571ae7af8,20304,0x0ffaa88049aad12be1b5d552ffebd6d8e07e9d36ce0b3041b827abb36c9a69c6
0x9dea630af4279fa0dbcfe6125e8854af3e5e0085,13848,0x02b6c790a2a00981a5b4fecf2d76f14badf97c6acc9d30d63c4aebade4aa715a
0x37f3652bd97ee18cc78887b37ab2cd515ce45c5b,2042,0xf8f5979342546f6e9cc344bc7a83fc821d6f02e61bc1a7f27e64116614300876
0xf2a0c6c9f09b66029fa7e85d64fdb9ceba430b6f,4084,0x325df23aa3dda9c62e7db0665b9f5ac5e27ff8e876064bcea683b6a896ebe397
0x76ba8674f08b13d6f78d74aa00c594cc9ed965d5,2042,0x9e4bc1838f4f303162dd922185d97dd01e4afbb96cb95439b82186917cfd7683
0x9a1b894e84f39ab00af7f5f2b34d82d7a601ea53,2042,0x8aadb5699449194742258c6df0f75e72ddf8be11d20415c74b6695c2b9b170e4
0x3d07561dba56476b18c4def300c609ea5024438f,4084,0x86b64d64b8f9a43309182d71e6023e14a4a2981db601dc0bf457f9029ff5f5cf
0xba84b70913f28fee18e2333e36f965074ffbc78f,20188,0x1f1538f30899ee1bd55378d65861b5a4f305e67b60d780e7cab3551ffac61e29
0x0ddd9dd9b77d3ba97b2496e3590787def887a95b,2042,0x9ddd326f60c4b59f942b3552ee166cdfcdeebed02d0576643986f1c643eb247d
0xa9b2d29401a1d18937d9f3c4582a7c012c4fc27c,2042,0x153cf6c57c1f4bb883b25d1da6417b33173bcc24bfc61d4e6673c6da92345269
0x221fb933f42dfde73db5532154f4675b072e1b72,28882,0xa8955591da37b87979d5643c5d199e6ee308fa678b2ee761d143d0f1be67a8ce
0x6c0dde331e5017fa41da1b25daae8993842dfcc6,2042,0xc2abdb7e486955c3c90a4df0b2ac02d919ba4eb316417aacb84add8082c1b426
0x14f83512fde80418a962eaabcfbf88ef95f1a5b2,2042,0xf5f43343265fd9f7cdb087a339887ee5562006d612e7759231acad1d7e13a39f
0xdd05cf59988c2c2086db9a5f133c80e436a1724a,2898,0x7b05ec0b4e68503c088eafadf4c4e608350e621e60482aa82d3d816504ad37c4
0x11ad632cf28ee4559bddf3d4dc2019e78eb7ec3c,20188,0xefd77513d02551025fca2395b448af66f1a7b83fb16f793acbfdaf1eba48299d
0xf07f1539db1518f80c7e673f996e230a617239d6,52512,0xc7b0f0da07afb9ff5976475d9e091edd12f25eef37a6af11b993f2db63c1ef04
0x70888a8888eeeb1b5328fb8e37041b7e77afb89f,12136,0xdff13a1f5bfe01c507e26a45aaf7bfaa0df5e21c32bc25d45b3083f7abe77be4
0xae280f6104489c53bc7e50ff71fd9d1d3d026318,2898,0xa5eae13d0709665955bf75b959a886662eede6d4536d0387318d657291866886
0x4a9cbba44316e45c2fdc3003ab98eabb5e97cd3d,2042,0xfca0c8472267de2db4161f1bdad2bbd0ed016887a19c7b454672378121835d7e
0x6639975922f0c861c90cb07d84092db166525e63,10094,0x9304cd6334a1504f56679ac0a5f97fdfcd84cd9bd6e455fbf1b9a5e845282bb0
0x3a4079e5ca74fd5fb79cc0b17b110d246c5bcc5d,2042,0xc33776d93125776c8acb663a57ac824ba44af6d8bff62d6f8f0d9673bc39f10b
0xdf1b02672d19909f80805aa3b217b8c9cd704d60,10094,0x12da79f7d32dc8c8659fdf75e92cf5110f4ecc24964b23cc97499838d4a1f37a
0xdd82163c14e4fdc6db90bd8727fe745fb99d4454,2042,0x1f0949f8a12719ee54000e377583accda5bbd5eaf777928ae51926eb4164eb92
0x02f4a053672c69a64a021d59b1b292d40f17febd,2898,0xd6c7c8ae208d7fc3179eb7ac84de005a3554d13e1fbb9020933bc650b92b121e
0x59dc57f8dee20ce0cedc62777ffeeac080a25245,19118,0x4743838afdf36ea1871daa3da9fa5b1b85ed128b540af8f1b31fd06cb10d0072
0x75451d31c3c0e993e9c8a5fe9ef8c4726dbd42f8,2042,0xa3c299c6b488455e50a1a693804381cfcfb568307f1df9291fc5e0adcc19b3f9
0x2be54f7f6e5a7d5b2a458b10af1cb088164804ae,21044,0xf95dd1d65bbbc9b5e9317861514b090e1bdfacb49a75223b451020da39afe14d
0x19896c93db7a4014aadd841033dcfa95c62844ae,2042,0x0a43c02874675b2417cebb224e1e5ad942a751ea44f6fb318279d7ddf7d7cc2c
0xa046201ef7a88e168c70d2c9fbc4893457eb67e0,12136,0xe489843d7d92378d261629ae099c792e3020ce5da7b45adcf4faca5131bacf0d
0xe6c15f59072bb11769d2e818276ba97b78ddd6fb,2042,0xf7af9b5c11e5d6824635ad11960841815c3d061d2165efadc763e4806d16fde5
0x6cb4d28559e1a0d33a9121cbfa7fc963580ca9a9,2042,0x206e14f1e3eb29a2752c55bdecc9a98733c806e46cb6596e37d01b66de2649e4
0x1b569d43d9662fd79e54c5d437c1a8da1fc9d7db,10094,0x920c253db3ab9626c4a0ef430fa39d6f69209bdf8aa72fac83e20c476777274a
0xb8b739b16d78c6afbf38b99209e8a3f4504f1e3c,2042,0x8eaeacd76fde6ea01feea7ce05b027ab9f5de91fed799f021c3077da0f27c5c1
0xdcc04aa353d5d1707c44b1e45181df39d65e817f,2042,0x93656f986b7062997636ad6f81e351ef5831eb4e3470cf7816a6624c07d67e81
0x202668270988b29d5ec4008d071cf95d6a73c080,10094,0x939a4f4ea49e6185156179a083ab1a7a096e32827f412ac95f689e645d86dbe7
0xb682f0dd572e7510b56a1e45b96b0d26da30ff05,10094,0x79caf69febe8b2a4a49a4ce5a657c7fb78309cc419a6974a5c1ccbef05886582
0xcc265752c622620cce27ca170dcebd04ebcbd843,2042,0xcbbe9266f6a5f6f4e319e238c7aed3fa71019f7c5ccf78ebe5201568d725197c
0xbaa374c82850d119e4444ba121edd70db4b8e1bd,10950,0x67a7dac4bd24f315db50a457e6b0a1f98c3d7ab9cc488c8e8002c4c3515be1f3
0x10437b1650f6b1133d3eba32fdc40ddf42e9d5ba,2042,0xce919e4109fc841b2663fa5fb12a54b37feeb8cf4484db5d2bfd93485a0e7150
0x16303bb7f842820cc25ee73128dd8bfb866135b6,27170,0x27c4734c01926ea4c8dedd428a7d81491393b26ac65ac2af864db6bcd2c25dc5
0xf072e5ebf890dece7c051b47eceb45883f0da844,2042,0x3558efc8827b1f71bdf86e324766e8f26ae6f36a86cd4d7f60a87927c04b3bb8
0x6f0dd8ab0f8e43cd882bee376bb0e380b62400da,2042,0xc978cdeb72f26990675c2d5500b55657d2fcf07ce2e67b4aa4009b44d2e6195f
0x64d6054e865351d045ddb0d7b5b0b86e45ad791e,2042,0xdaadaece310c1e81deca2185154a0a290768d9caf617dd35cce86cb171d8664b
0xa8d6b42a88bd1aeb61e6b7dce475c964bd72eb18,2042,0x48bf2577683fd14df20585951f8be69a9569fd1e0dec447aa6b7557c38743f5b
0xcdbcb88f655b17409dda83bd70ba0f726d8fbd2b,2898,0xf2bfac2c78b515397d161da836ef09bb93076429fc2031bc981bdab5c3f363a5
0x5324a98b506f3265c500f978f3943a1fc6a55fa4,10950,0x7381e06d39c6a338f9e4e180a3301c69821d2c20051cdb49d627538c308bc0cd
0x633fb030794b8508cb27fb1ea6b45df95bddbbd1,2042,0x892f7634f649fc4fface9f9860dfcec6dc5564670448964742c9bb15501a7179
0x25d7472c234111bebb50b8a987b6316629fc6bf6,10094,0xd96eacb0b18b3fa8ccdeb164bbbb2190f7917141b7175e087ee8fd31fa3cfc40
0x69bab6810fa99475854bca0a3dd72ae6a0728ece,9880,0x463c824d06185c5eb0f7a465c38f20e22976d0a8ada1292193b2a364ccce18ff
0xde4d9ac217d3ecab11c9971fe2a09b78595c7eee,2898,0x580a0456b1d202f39d5494df51e912f0d6bca363c9fc976220eb04fea77c21a2
0xecf662eba7cfa3f34ffcbeec099cbb9f6a9cddcc,2898,0x97fbd3144c48fc602767743e7c93db341d1f03434d37bf8e2a246eaa27271668
0x32606c4aa95ea78d7c5b1e0e347e3e9ae451434e,2042,0x27b6868eff0f8ae664029239151c2bdc394fd773fa7ff41aba0b8d3877a68d4f
0x5e87ddb9871696e6a872ca6305de37121200f1e2,14178,0x8690eeca9802f531bcba204714b097ffe857f9aacb4cadc4fee4641e6b8e65f1
0x15d4a76dd2253bef53d9346d840aff9fe385fb5b,2042,0xefc1ccaee423c66bb9515d19d325ce63dc0fa120f7539535897aaa96a56f7793
0x0caebe0d1784bc524923c19f5d573585bf00c073,2042,0xcc90aac65a01d746ecca2ff1d93c4c04ded44a6030b8e15ae857e516e0f1fab7
0xeb7da1ccbb0d6932b58a28b3849dbfbf5807814a,54554,0xe116c5cd431c9d83dcad33884a5f1e32567621f1f783c860d5301b671d0d1887
0xf771e31a7fabcce2aa9148591bec94bc84c5f491,2898,0xe98ec76cf69035886ba1688f5c0f4b0dc8790b230690cf7c9e8d5da6c89248d2
0xcc7011921df599cbad83777106a267e340474693,2042,0x950d7fdc8ab072562fe55a5dfd7c3e2c2656fa69f4e625e30470b4c80597ab14
0xdf119a162d76bd41aa0d55674a899424e36f7de4,2042,0x4f32856645b61cbde7dc91819a519dab694ec6494e2e9b515d3476c2312b1dce
0x369e8fec86bd1adb8fe9ea4c1a8db8cdf8360b01,2898,0x33fec1993658b0dae79f2c9e6fc8d9c5e8d047f8a2b206c1ed2eac873fb0e512
0x791fef99aa6c10c0011f7eaf1790a0cb2fd79cb8,2042,0xcce61d29ce30852f715bf75f493284018000dc960cb9d11413d7168984fd8702
0x7830d253ef62d17b58c1f5162b5a769253580319,4940,0xa8a8f4339432320ec1ab0fd468a7888f43c01263dc957fae7a840339c0c1a977
0x121ccb64681444f99fb379deca0ab68af1cde69b,2042,0xb028e5d508cb070914d23441c194c33783a167dbc25439d96ea53fca89631a9b
0xdc0040f4b2445269681dbe0195309225b061f05f,2042,0x831e7f1ca9ec0468692686efb0b1ae56a841264c1a48f7c019184dbbf6cb2684
0x22d1a5f9b2a8773135682920b1f8f764d0d6e7f5,10094,0xa043a62180070922b4b7427609938d4b76623c03114b0feb14dd5158649d7de5
0x4d6aa3da789ea162a5978193bd584d3067227835,2042,0xfcd06ef3490d42cef29d139082583dc5663089fcecd1eeb775bda8b6c0ee125b
0x728663a4c9c5647b0ca4b8ad7f31903eeb468588,2042,0x7718ff16f444b4d5a65608b28f751999995f6dd5b47ddfca67a575c42e89aa22
0x5afd741d40a398c10077cb509099a587a8578b3e,2042,0x3510b5b9c8f5bbd292a535b5474ca41c390ab3d9333e814c362e4191ff0afee1
0x3858548e1d069730c3871937039d86f0dcf007a3,2042,0x207973639efb1faf1cfae07b95782ac38e21c7faeecdef77adf2e6893d8cb24a
0xf5c7205d70259805a9a0bc41b40a030334199322,2042,0xa935455993feec16a56c61d17add90236f1d9513e3f749001c4a3629c413a613
0xf331fdd7b261464f6dce3cb1adf40dacc90b8eb7,2042,0x4ffdbf7dcafdca6688bfec3f99d6e9be328253e9c120bf9eef6f72c2ceee7120
0x37603d1452cb4b73385c0873822c9c75e0764f7d,2042,0xaf3ec842e476bfa4de92a883f89af06524b7a570c62f4a4d2416fdd99b4a807b
0x6d5974ff2be269c9da8b72fbb00bb4c0fc9e6916,7838,0x97e754a8c25c396deb57ba39e428d36542e92bc5704036158d5beb670912fb2d
0xcb01cfbbc610adfd6f4c53b1fe3cfca74d9474cf,2042,0x05e509706df255b1442daf0d6ee52eaac29f57080df0923041c556d8cdde7042
0x0aed1878803e2f86b6ddb83f5523f0a793e973fc,2042,0x4ee31031fee4205dd51d4c7aa2c641f22f8d2785c19cc0686499ee6aafe313ea
0xeb9f2f30ff5c065d868e6e1e8cb4e36715e88a3a,12992,0xd1f2a3a418f0735eb8654e8a60226f0d3a367cf6084817ad2e1e561d027b88ef
0x32dd41219f6a74f139466e6c86091500e81beaad,12992,0xee4055072be7a37cf81dd3132668683f60d9fe0c397f3462e22d2613f6787a92
0xe6c59f6d9a213c1a40c8c30ce2d8d1f29e2d9267,2042,0x2f2d6297813c0720b6d640d51eb9cb191e831b911da2b9bce1aa602c1c4c1988
0x21a4c28cda2e0bcce176bbd6e32d51bbfe87c596,20188,0x7acf5fe3c5aaebd9a31dacf6362ac026dfc610d16b35999dcf7f59a3ede3fd30
0x21ce36c72ff8f1aad7c3915e62f9821da29c2dc5,4940,0xff2e8e5d55419cf614395da61101e3befa0fb128243dd3b8dcff582ae5816511
0x0c6645124a0859aa9a31633ffbe5e2bf3bf868f3,42730,0xb18a98aedcf874e42ad8bc5c8243f1bc238d87d54cca48f8a53594c0ddbc8a5a
0x3c01bc75176b08c89ca25ea43bd6e3c93d75bf73,8168,0xf6b49edbb4e3ee07da5105a11fe0935cdaa8e893e9cee085b0478d01c95cf942
0xb805c6b3956b41c7e99dca50eb1ff7e57032ca6a,5796,0xe32b72b2866c07b27ff924663bed5d95083cc8d1302c3907fea2a01aa61ac773
0xc20490e8306257df636e23be02a291b553f341ec,2042,0x3c4f96b86979120e88250716bba4669837ca30c8d6b7cb023b32362f753ec757
0x5284499f981b75803b2e3a32a2e5d52cc74336bb,2042,0x6b2e693d3d8845b9021b90432d093e25d80517da8bb10db62c27eb7793e79b4b
0xb18340d89cb3615f4dce7136be09d8c90cfee027,2042,0xa7b8905149eb12b169715b818cc2d904d56268d8c99d9f58a74d24e1d5012ad0
0x26ed1148e45d958d3ab73f184dda1716d01a5282,2042,0xe592ffe1835b6faafcbd04574149a0b66a326a57d99867c488511db888e762fe
0x27c3d8e6d0505b28ca55bbb12f3a382c257d941d,2042,0x6f15819bb6e086b65e06bf29da033f12c8383961854f59774f9dd01ba2581865
0x53fadc97caf5e09085047d10fab476025915fa27,23942,0x4ba5ec1e0a0f495ee4091c6b3164339e876a91753dd492a333206898ffec4712
0x1eee1f96fcc1e5c4c53988ea32e5c610d3973eb7,10950,0x22487e233453aafa89e46becf3809d68736898e47eb4b1447c785606eae91822
0xccd97de4446ac858f1e772c4b98d9fc920a5cc2c,2898,0x2df728246ba3dacb935a066400dede967d2cdbff3c6aa2515ea2618df67a2a00
0x69c488bcda156379b6661f08a35db627e5d467dd,44576,0xd0e191b548a11239013a12803f59db95e53f6bd3fa316a17d592719f22ad3f9d
